Verification,Agent,Type,Price,Location,Bedroom,Bathroom,Area
VERIFIED,SUPERAGENT,Townhouse,"2,490,000 AED","Maha Townhouses, Town Square, Dubai",3,3,"2,045 sqft"
VERIFIED,SUPERAGENT,Villa,Ask for price,"Redwood Avenue, Fire, Jumeirah Golf Estates, Dubai",5,7,"9,559 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,150,000 AED","Hamilton House, Jumeirah Village Circle, Dubai",1,2,781 sqft
VERIFIED,N/A,Villa,"4,350,000 AED","Springs 8, The Springs, Dubai",2,3,"1,794 sqft"
N/A,SUPERAGENT,Apartment,"729,000 AED","Raseel, Al Mamsha, Muwaileh, Sharjah",1,2,650 sqft
N/A,SUPERAGENT,Apartment,"800,000 AED","Nasaq, Aljada, Sharjah",1,2,720 sqft
N/A,SUPERAGENT,Villa,"2,700,000 AED","Sharjah Garden City, Sharjah",3,5,"4,100 sqft"
N/A,SUPERAGENT,Apartment,"1,520,000 AED","Raseel, Al Mamsha, Muwaileh, Sharjah",3,5,"1,700 sqft"
N/A,SUPERAGENT,Villa,"1,920,000 AED","Hayyan, Sharjah",3,4,"2,500 sqft"
VERIFIED,N/A,Townhouse,"3,200,000 AED","Maha Townhouses, Town Square, Dubai",4,4,"2,812 sqft"
N/A,SUPERAGENT,Apartment,"3,100,000 AED","Louvre Abu Dhabi Residences, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",1,1,828 sqft
VERIFIED,SUPERAGENT,Townhouse,"5,680,000 AED","Jumeirah Islands Townhouses, Jumeirah Islands, Dubai",4,5,"3,630 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,150,000 AED","The Links West Tower, The Links, The Views, Dubai",2,3,"1,556 sqft"
N/A,SUPERAGENT,Land,"1,600,000 AED","Al Mairid, Ras Al Khaimah",N/A,N/A,"4,844 sqft"
VERIFIED,SUPERAGENT,Apartment,"600,000 AED","AZIZI Pearl, Al Furjan, Dubai",studio,1,340 sqft
VERIFIED,N/A,Villa,"9,900,000 AED","Whitefield 2, Whitefield, DAMAC Hills, Dubai",5,6,"5,500 sqft"
VERIFIED,N/A,Villa,"15,250,000 AED","Meadows 2, Meadows, Dubai",5,6,"4,500 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,450,000 AED","Mudon Al Ranim 6, Mudon, Dubai",4,4,"2,468 sqft"
VERIFIED,SUPERAGENT,Apartment,"15,250,000 AED","Apartment Building 10, Bluewaters Residences, Bluewaters, Dubai",4,6,"2,581 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,800,000 AED","Burj Khalifa Zone 3, Burj Khalifa Area, Downtown Dubai, Dubai",1,1,"1,405 sqft"
VERIFIED,SUPERAGENT,Apartment,"520,000 AED","The Dania District 2, Midtown, Dubai Production City (IMPZ), Dubai",studio,1,440 sqft
VERIFIED,N/A,Townhouse,"1,470,000 AED","Aurum Villas, Sanctnary, Damac Hills 2, Dubai",3,3,"1,881 sqft"
VERIFIED,N/A,Townhouse,"1,900,000 AED","Aurum Villas, Aster, Damac Hills 2, Dubai",3,5,"1,881 sqft"
N/A,SUPERAGENT,Apartment,"1,850,000 AED","Silverene Tower A, Silverene, Dubai Marina, Dubai",1,2,831 sqft
VERIFIED,SUPERAGENT,Apartment,"2,250,000 AED","Palace Residences, Dubai Creek Harbour (The Lagoons), Dubai",1,1,699 sqft
VERIFIED,N/A,Apartment,"3,000,000 AED","Asayel 3, Madinat Jumeirah Living, Umm Suqeim, Dubai",1,1,858 sqft
VERIFIED,SUPERAGENT,Villa,"60,000,000 AED","Signature Villas Frond E, Signature Villas, Palm Jumeirah, Dubai",5,7,"7,000 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,150,000 AED","Marina Diamond 3, Marina Diamonds, Dubai Marina, Dubai",1,1,682 sqft
VERIFIED,SUPERAGENT,Penthouse,"10,400,000 AED","Royal Amwaj Residences North, The Royal Amwaj, Palm Jumeirah, Dubai",3,3,"2,867 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,200,000 AED","Rixos, Dubai Islands, Deira, Dubai",2,3,"1,519 sqft"
N/A,SUPERAGENT,Land,"10,999,888 AED","Nad Al Sheba 1, Nad Al Sheba, Dubai",N/A,N/A,"10,013 sqft"
N/A,SUPERAGENT,Villa,"19,000,000 AED","Frond F, Signature Villas, Palm Jebel Ali, Dubai",6,7,"8,500 sqft"
VERIFIED,SUPERAGENT,Villa,"7,500,000 AED","Seef Al Jubail, Al Jubail Island, Abu Dhabi",4,6,"3,627 sqft"
N/A,SUPERAGENT,Villa,"18,130,000 AED","Palm Jebel Ali - Frond C, Palm Jebel Ali, Dubai",6,7,"7,374 sqft"
VERIFIED,SUPERAGENT,Villa,"8,300,000 AED","Harmony 3, Harmony, Tilal Al Ghaf, Dubai",4,5,"4,650 sqft"
VERIFIED,SUPERAGENT,Apartment,"3,300,000 AED","Lamaa, Madinat Jumeirah Living, Umm Suqeim, Dubai",2,2,"1,557 sqft"
VERIFIED,SUPERAGENT,Apartment,"6,999,999 AED","Beach Mansion, EMAAR Beachfront, Dubai Harbour, Dubai",3,3,"2,088 sqft"
VERIFIED,N/A,Villa,"8,000,000 AED","Ixora, Al Barari, Dubai",4,5,"4,791 sqft"
VERIFIED,N/A,Villa,"9,325,000 AED","Sobha Reserve, Wadi Al Safa 2, Dubai",4,5,"4,903 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,400,000 AED","Zazen Gardens, Al Furjan, Dubai",3,5,"1,574 sqft"
VERIFIED,SUPERAGENT,Villa,"4,900,000 AED","Nad Al Sheba Villas, Nad Al Sheba 3, Nad Al Sheba, Dubai",4,5,"5,045 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,490,000 AED","Erin, Central Park at City Walk, City Walk, Dubai",1,1,826 sqft
VERIFIED,SUPERAGENT,Townhouse,"2,500,000 AED","Costa Brava 1, Costa Brava at DAMAC Lagoons, Damac Lagoons, Dubai",4,3,"2,274 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,400,000 AED","Resortz by Danube, Arjan, Dubai",2,3,"1,073 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,080,000 AED","Mar Casa, Maritime City, Dubai",studio,1,382 sqft
VERIFIED,SUPERAGENT,Apartment,"1,500,000 AED","Mosela Waterside Residences, Mosela, The Views, Dubai",1,1,772 sqft
VERIFIED,SUPERAGENT,Apartment,"2,600,000 AED","Sky Gardens, DIFC, Dubai",2,3,"1,661 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,600,000 AED","Sky Gardens, DIFC, Dubai",2,3,"1,661 sqft"
VERIFIED,SUPERAGENT,Villa,"23,000,000 AED","District One Villas, District One, Mohammed Bin Rashid City, Dubai",5,7+,"8,288 sqft"
VERIFIED,SUPERAGENT,Villa,"15,000,000 AED","Legacy, Jumeirah Park, Dubai",7,6,"6,600 sqft"
N/A,SUPERAGENT,Villa,"2,300,000 AED","Al Rawda 2 Villas, Al Rawda 2, Al Rawda, Ajman",5,7,"5,000 sqft"
VERIFIED,SUPERAGENT,Villa,"6,500,000 AED","Lila, Arabian Ranches 2, Dubai",4,3,"3,631 sqft"
VERIFIED,SUPERAGENT,Villa,"10,350,000 AED","Casa, Arabian Ranches 2, Dubai",5,6,"6,095 sqft"
N/A,SUPERAGENT,Villa,"5,799,999 AED","Venice, Damac Lagoons, Dubai",6,7,"4,400 sqft"
VERIFIED,SUPERAGENT,Apartment,"9,500,000 AED","One Za'abeel The Residences, Zabeel 1, Zabeel, Dubai",2,3,"2,015 sqft"
N/A,SUPERAGENT,Townhouse,"4,650,000 AED","Elie Saab VIE Townhouses, Meydan, Dubai",4,5,"3,562 sqft"
VERIFIED,SUPERAGENT,Townhouse,"5,400,999 AED","Nad Al Sheba Gardens - Phase 2, Nad Al Sheba 1, Nad Al Sheba, Dubai",3,4,"3,692 sqft"
N/A,SUPERAGENT,Land,"10,000,000 AED","Manazel Nad Al Shiba, Nad Al Sheba 1, Nad Al Sheba, Dubai",N/A,N/A,"10,013 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,550,000 AED","Quortaj, North Village, Al Furjan, Dubai",3,4,"2,411 sqft"
VERIFIED,SUPERAGENT,Apartment,"635,000 AED","Loreto 1 A, Loreto, DAMAC Hills, Dubai",studio,1,511 sqft
VERIFIED,SUPERAGENT,Townhouse,"3,750,000 AED","Park Residence 1, Park Residences, DAMAC Hills, Dubai",4,3,"3,027 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,260,000 AED","The Torch, Dubai Marina, Dubai",1,1,886 sqft
N/A,SUPERAGENT,Villa,"18,088,880 AED","Palm Jebel Ali - Frond C, Palm Jebel Ali, Dubai",6,7+,"7,653 sqft"
N/A,SUPERAGENT,Villa,"4,684,888 AED","Farm Grove, The Valley, Dubai",4,6,"3,765 sqft"
N/A,SUPERAGENT,Townhouse,"3,364,888 AED","Greenville, EMAAR South, Dubai South (Dubai World Central), Dubai",3,4,"2,450 sqft"
N/A,SUPERAGENT,Villa,"17,999,828 AED","Palm Jebel Ali - Frond C, Palm Jebel Ali, Dubai",5,7,"8,470 sqft"
N/A,SUPERAGENT,Villa,"18,078,888 AED","Palm Jebel Ali - Frond C, Palm Jebel Ali, Dubai",6,7+,"8,293 sqft"
N/A,SUPERAGENT,Villa,"18,088,828 AED","Palm Jebel Ali - Frond C, Palm Jebel Ali, Dubai",6,7+,"8,314 sqft"
N/A,SUPERAGENT,Villa,"17,995,222 AED","Palm Jebel Ali - Frond C, Palm Jebel Ali, Dubai",5,7,"8,205 sqft"
N/A,SUPERAGENT,Villa,"17,996,888 AED","Palm Jebel Ali - Frond C, Palm Jebel Ali, Dubai",5,7,"7,950 sqft"
N/A,SUPERAGENT,Villa,"1,500,000 AED","Al Helio 2, Al Helio, Ajman",4,6,"3,014 sqft"
VERIFIED,SUPERAGENT,Villa,"4,650,000 AED","Springs 10, The Springs, Dubai",3,3,"2,744 sqft"
VERIFIED,SUPERAGENT,Villa,"8,950,000 AED","Meadows 9, Meadows, Dubai",4,4,"6,097 sqft"
VERIFIED,SUPERAGENT,Villa,"7,100,000 AED","Saadiyat Lagoons, Saadiyat Island, Abu Dhabi",4,6,"4,963 sqft"
VERIFIED,SUPERAGENT,Villa,"22,000,000 AED","Entertainment Foyer, Mediterranean Clusters, Jumeirah Islands, Dubai",4,5,"6,355 sqft"
N/A,SUPERAGENT,Villa,"8,607,955 AED","Saadiyat Lagoons, Saadiyat Island, Abu Dhabi",5,7,"8,611 sqft"
VERIFIED,N/A,Apartment,"1,300,000 AED","Golf Views, EMAAR South, Dubai South (Dubai World Central), Dubai",1,1,908 sqft
VERIFIED,SUPERAGENT,Apartment,"950,000 AED","Azizi Mirage, Dubai Studio City, Dubai",1,N/A,598 sqft
VERIFIED,SUPERAGENT,Townhouse,"3,000,000 AED","Palmera 4, Palmera, Arabian Ranches, Dubai",2,3,"2,251 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,750,000 AED","Mudon Al Ranim 8, Mudon, Dubai",4,3,"2,583 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,950,000 AED","Golf Tower 3, Golf Towers, The Views, Dubai",2,2,"1,318 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,150,000 AED","Sky Tower, Shams Abu Dhabi, Al Reem Island, Abu Dhabi",3,5,"1,681 sqft"
VERIFIED,SUPERAGENT,Villa,"6,899,999 AED","The Pulse Townhouses, The Pulse, Dubai South (Dubai World Central), Dubai",4,6,"6,179 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,500,000 AED","Capital Bay Tower A, Capital Bay, Business Bay, Dubai",1,2,977 sqft
VERIFIED,SUPERAGENT,Apartment,"3,500,000 AED","Standpoint Tower 2, Standpoint Towers, Downtown Dubai, Dubai",2,2,"1,482 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,150,000 AED","Maya 5, Jumeirah Village Triangle, Dubai",1,2,708 sqft
VERIFIED,SUPERAGENT,Villa,"6,200,000 AED","Zulal 1, Zulal, The Lakes, Dubai",3,4,"2,766 sqft"
VERIFIED,SUPERAGENT,Villa,"5,990,000 AED","Maeen 1, Maeen, The Lakes, Dubai",3,4,"2,521 sqft"
N/A,SUPERAGENT,Apartment,"1,300,000 AED","Fayrouz, Bab Al Bahar, Al Marjan Island, Ras Al Khaimah",1,2,"1,400 sqft"
VERIFIED,SUPERAGENT,Villa,"8,499,999 AED","Legacy, Jumeirah Park, Dubai",4,5,"7,413 sqft"
VERIFIED,SUPERAGENT,Apartment,"6,000,000 AED","Apartment Building 5, Bluewaters Residences, Bluewaters, Dubai",1,2,"1,133 sqft"
VERIFIED,SUPERAGENT,Villa,"2,450,000 AED","Maha Townhouses, Town Square, Dubai",3,4,"2,034 sqft"
N/A,SUPERAGENT,Townhouse,"2,000,000 AED","Hayyan, Sharjah",3,5,"2,190 sqft"
N/A,SUPERAGENT,Apartment,"693,700 AED","Ajman Creek Towers, Al Rashidiya 1, Al Rashidiya, Ajman",1,2,"1,076 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,300,000 AED","Al Sana 1, Al Muneera, Al Raha Beach, Abu Dhabi",1,2,873 sqft
VERIFIED,SUPERAGENT,Apartment,"950,000 AED","Aykon City Tower C, Aykon City, Business Bay, Dubai",studio,1,446 sqft
VERIFIED,SUPERAGENT,Apartment,"900,000 AED","The Imperial Residence A, The Imperial Residence, Jumeirah Village Triangle, Dubai",1,2,792 sqft
N/A,SUPERAGENT,Land,Ask for price,"Al Marjan Island, Ras Al Khaimah",N/A,N/A,"200,000 sqft"
N/A,SUPERAGENT,Villa,"1,550,000 AED","Al Helio 2, Al Helio, Ajman",5,7,"3,500 sqft"
N/A,SUPERAGENT,Land,"1,075,000 AED","Ajman Hills, Al Alia, Ajman",N/A,N/A,"4,250 sqft"
N/A,SUPERAGENT,Villa,"3,200,000 AED","Greenviews 2, EMAAR South, Dubai South (Dubai World Central), Dubai",4,4,"2,829 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,000,000 AED","Murjan 1, Murjan, Jumeirah Beach Residence, Dubai",2,2,"1,316 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,680,000 AED","Amwaj 4, Amwaj, Jumeirah Beach Residence, Dubai",3,4,"1,838 sqft"
N/A,N/A,Villa,"1,740,000 AED","Al Bahia Hills, Al Bahia, Ajman",5,6,"3,014 sqft"
N/A,N/A,Villa,"1,390,000 AED","Al Zaheya Gardens, Al Zahya, Ajman",5,6,"3,014 sqft"
N/A,SUPERAGENT,Villa,"5,300,000 AED","Marbella, Mina Al Arab, Ras Al Khaimah",4,6,"3,800 sqft"
N/A,SUPERAGENT,Townhouse,"6,890,000 AED","The Beach Residences at Al Marjan, Al Marjan Island, Ras Al Khaimah",3,5,"2,265 sqft"
N/A,SUPERAGENT,Apartment,"2,200,000 AED","Jadeel 2, Madinat Jumeirah Living, Umm Suqeim, Dubai",1,1,747 sqft
VERIFIED,SUPERAGENT,Apartment,"10,500,000 AED","Beach Vista, EMAAR Beachfront, Dubai Harbour, Dubai",3,3,"2,130 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,000,000 AED","West Five Business Bay Residences, Business Bay, Dubai",1,2,720 sqft
VERIFIED,SUPERAGENT,Apartment,"2,200,000 AED","No.9, Dubai Marina, Dubai",1,1,909 sqft
VERIFIED,SUPERAGENT,Apartment,"2,000,000 AED","Creek Waters, Dubai Creek Harbour (The Lagoons), Dubai",1,2,757 sqft
VERIFIED,SUPERAGENT,Apartment,"3,500,000 AED","Bluewaters Bay Building 1, Bluewaters Bay, Bluewaters, Dubai",1,2,798 sqft
VERIFIED,SUPERAGENT,Villa,"11,750,000 AED","Grand Views, Meydan Gated Community, Meydan, Dubai",6,7+,"5,555 sqft"
N/A,SUPERAGENT,Apartment,"850,000 AED","Gulfa Towers, Al Rashidiya 1, Al Rashidiya, Ajman",2,3,"1,739 sqft"
VERIFIED,SUPERAGENT,Apartment,"900,000 AED","Binghatti Amber, Jumeirah Village Circle, Dubai",1,2,728 sqft
VERIFIED,SUPERAGENT,Villa,Ask for price,"Signature Villas Frond D, Signature Villas, Palm Jumeirah, Dubai",6,7,"11,800 sqft"
VERIFIED,SUPERAGENT,Townhouse,"970,000 AED","Rukan 3, Dubai Land, Dubai",1,2,570 sqft
VERIFIED,SUPERAGENT,Apartment,"1,550,000 AED","Panorama at the Views Tower 4, Panorama at the Views, The Views, Dubai",1,2,845 sqft
VERIFIED,SUPERAGENT,Apartment,"870,000 AED","Sigma Towers, City Of Lights, Al Reem Island, Abu Dhabi",1,2,796 sqft
N/A,SUPERAGENT,Villa,"7,275,000 AED","Saadiyat Lagoons, Saadiyat Island, Abu Dhabi",4,5,"7,750 sqft"
VERIFIED,SUPERAGENT,Penthouse,"51,850,000 AED","Mr. C Residences, Jumeirah 2, Jumeirah, Dubai",5,5,"10,652 sqft"
N/A,N/A,Land,"2,500,000 AED","Jebel Ali Hills, Jebel Ali, Dubai",N/A,N/A,"9,849 sqft"
VERIFIED,SUPERAGENT,Villa,"8,500,000 AED","Harmony 2, Harmony, Tilal Al Ghaf, Dubai",4,6,"4,031 sqft"
VERIFIED,SUPERAGENT,Villa,"5,999,997 AED","Springs 3, The Springs, Dubai",4,4,"2,783 sqft"
VERIFIED,SUPERAGENT,Villa,"3,450,000 AED","Springs 11, The Springs, Dubai",2,3,"1,856 sqft"
VERIFIED,SUPERAGENT,Villa,"4,900,000 AED","Springs 10, The Springs, Dubai",3,3,"2,746 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,850,000 AED","Five Luxe JBR, Jumeirah Beach Residence, Dubai",1,1,788 sqft
VERIFIED,SUPERAGENT,Apartment,"17,500,000 AED","One Za'abeel The Residences, Zabeel 1, Zabeel, Dubai",2,4,"3,010 sqft"
VERIFIED,SUPERAGENT,Villa,"3,600,000 AED","The Pulse Beachfront, The Pulse, Dubai South (Dubai World Central), Dubai",3,4,"1,931 sqft"
VERIFIED,SUPERAGENT,Villa,"5,000,000 AED","Silver Springs 3, Silver Springs, DAMAC Hills, Dubai",6,6,"2,524 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,300,000 AED","Malta, Damac Lagoons, Dubai",4,4,"2,280 sqft"
VERIFIED,N/A,Apartment,"1,800,000 AED","Samana Golf Views, Dubai Sports City, Dubai",2,3,"1,216 sqft"
VERIFIED,N/A,Apartment,"1,850,000 AED","Golf Tower 2, Golf Towers, The Views, Dubai",1,1,961 sqft
VERIFIED,SUPERAGENT,Townhouse,"2,499,000 AED","Anya, Arabian Ranches 3, Dubai",3,4,"1,934 sqft"
VERIFIED,SUPERAGENT,Apartment,"10,000,000 AED","Apartment Building 10, Bluewaters Residences, Bluewaters, Dubai",3,4,"1,990 sqft"
VERIFIED,SUPERAGENT,Apartment,"4,800,000 AED","The Address Sky View Tower 1, The Address Sky View Towers, Downtown Dubai, Dubai",2,3,"1,329 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,100,000 AED","Five Luxe JBR, Jumeirah Beach Residence, Dubai",1,1,801 sqft
VERIFIED,SUPERAGENT,Villa,"23,000,000 AED","Desert Leaf 3, Desert Leaf, Al Barari, Dubai",6,7,"12,713 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,300,000 AED","Delphi at Athlon, Athlon by Aldar, Dubai Land, Dubai",3,4,"2,297 sqft"
VERIFIED,SUPERAGENT,Apartment,"635,000 AED","Azizi Venice 7, Azizi Venice, Dubai South (Dubai World Central), Dubai",studio,1,336 sqft
VERIFIED,SUPERAGENT,Apartment,"1,900,000 AED","Verdes by Haven Aldar, Dubai Land, Dubai",2,3,"1,392 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,100,000 AED","Binghatti Tulip, Jumeirah Village Circle, Dubai",1,2,613 sqft
VERIFIED,N/A,Apartment,"11,300,000 AED","Jumeirah Gate Tower 2, The Address Jumeirah Resort and Spa, Jumeirah Beach Residence, Dubai",3,4,"1,865 sqft"
N/A,SUPERAGENT,Villa,"5,200,000 AED","Reem Hills 2, Najmat Abu Dhabi, Al Reem Island, Abu Dhabi",4,5,"3,887 sqft"
VERIFIED,SUPERAGENT,Apartment,"6,700,000 AED","La Vie, Jumeirah Beach Residence, Dubai",2,3,"1,409 sqft"
VERIFIED,SUPERAGENT,Villa,"3,899,999 AED","Noya Viva, Noya, Yas Island, Abu Dhabi",4,5,"3,390 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,700,000 AED","The Source II, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",1,2,901 sqft
VERIFIED,N/A,Apartment,"2,000,000 AED","The Lofts East, The Lofts, Downtown Dubai, Dubai",1,1,884 sqft
N/A,SUPERAGENT,Villa,"9,536,000 AED","Saro, Masaar, Tilal City, Sharjah",6,7+,"9,379 sqft"
N/A,SUPERAGENT,Townhouse,"2,799,000 AED","Hayyan, Sharjah",4,6,"2,894 sqft"
N/A,SUPERAGENT,Apartment,"620,000 AED","Souks Residential, Al Mamsha, Muwaileh, Sharjah",1,1,719 sqft
VERIFIED,SUPERAGENT,Apartment,"970,000 AED","Equiti Residence, Jebel Ali Village, Jebel Ali, Dubai",1,2,744 sqft
VERIFIED,SUPERAGENT,Apartment,"3,300,000 AED","Lamaa, Madinat Jumeirah Living, Umm Suqeim, Dubai",2,3,"1,286 sqft"
VERIFIED,N/A,Townhouse,"3,800,000 AED","Mudon Al Ranim 6, Mudon, Dubai",4,5,"2,690 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,250,000 AED","Tranquil Wellness Tower, Jumeirah Village Triangle, Dubai",1,2,745 sqft
VERIFIED,SUPERAGENT,Villa,"10,499,000 AED","West Village, Al Furjan, Dubai",5,7,"6,458 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,640,000 AED","MBL Residence, JLT Cluster K, Jumeirah Lake Towers, Dubai",1,2,751 sqft
VERIFIED,SUPERAGENT,Apartment,"2,750,000 AED","Palace Beach Residence, EMAAR Beachfront, Dubai Harbour, Dubai",1,1,732 sqft
VERIFIED,N/A,Villa,"3,200,000 AED","The Dreamz, Al Furjan, Dubai",3,4,"1,910 sqft"
VERIFIED,SUPERAGENT,Townhouse,"2,700,000 AED","Nara, The Valley, Dubai",3,4,"1,873 sqft"
VERIFIED,SUPERAGENT,Apartment,"675,000 AED","Celia Residence, Dubai Studio City, Dubai",studio,1,430 sqft
VERIFIED,SUPERAGENT,Apartment,"665,000 AED","Celia Residence, Dubai Studio City, Dubai",studio,1,430 sqft
N/A,SUPERAGENT,Villa,"7,317,000 AED","Saro, Masaar, Tilal City, Sharjah",5,7+,"6,684 sqft"
N/A,SUPERAGENT,Townhouse,"2,619,000 AED","Hayyan, Sharjah",4,5,"2,787 sqft"
N/A,SUPERAGENT,Townhouse,"1,949,000 AED","Hayyan, Sharjah",3,4,"2,296 sqft"
N/A,SUPERAGENT,Villa,"6,299,000 AED","Hayyan, Sharjah",5,7+,"7,191 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,250,000 AED","Warda Apartments 2B, Warda Apartments, Town Square, Dubai",2,3,"1,002 sqft"
VERIFIED,SUPERAGENT,Villa,"6,800,000 AED","The Aldea, The Villa, Dubai Land, Dubai",5,6,"6,031 sqft"
VERIFIED,SUPERAGENT,Villa,"5,995,000 AED","Springs 15, The Springs, Dubai",3,4,"2,551 sqft"
VERIFIED,SUPERAGENT,Villa,"6,250,000 AED","Springs 15, The Springs, Dubai",3,3,"2,637 sqft"
VERIFIED,SUPERAGENT,Villa,"29,000,000 AED","Garden Homes Frond L, Garden Homes, Palm Jumeirah, Dubai",4,6,"7,356 sqft"
VERIFIED,N/A,Penthouse,"10,000,000 AED","Limestone House, DIFC, Dubai",2,3,"1,815 sqft"
VERIFIED,SUPERAGENT,Apartment,"2,900,000 AED","Al Andalus Tower C, Al Andalus, Jumeirah Golf Estates, Dubai",3,4,"1,791 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,400,000 AED","Al Andalus Tower B, Al Andalus, Jumeirah Golf Estates, Dubai",1,2,728 sqft
VERIFIED,SUPERAGENT,Apartment,"2,400,000 AED","Al Andalus Tower A, Al Andalus, Jumeirah Golf Estates, Dubai",2,3,"1,767 sqft"
VERIFIED,SUPERAGENT,Apartment,"5,100,000 AED","Boulevard Point, Downtown Dubai, Dubai",2,3,"1,414 sqft"
VERIFIED,SUPERAGENT,Apartment,"980,000 AED","Manarat Living, Saadiyat Cultural District, Saadiyat Island, Abu Dhabi",studio,1,340 sqft
VERIFIED,SUPERAGENT,Apartment,"2,850,000 AED","Anwa Aria, Maritime City, Dubai",1,2,945 sqft
N/A,SUPERAGENT,Apartment,"660,000 AED","Verano by Prescott, Dubai Studio City, Dubai",studio,1,427 sqft
VERIFIED,SUPERAGENT,Apartment,"850,000 AED","Zahra Breeze Apartments 3A, Zahra Breeze Apartments, Town Square, Dubai",1,1,640 sqft
N/A,SUPERAGENT,Land,"725,000 AED","Tilal City D, Tilal City, Sharjah",N/A,N/A,"2,471 sqft"
N/A,SUPERAGENT,Land,"980,000 AED","Tilal City C, Tilal City, Sharjah",N/A,N/A,"4,205 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,400,000 AED","Waters Edge, Yas Island, Abu Dhabi",2,3,"1,067 sqft"
VERIFIED,N/A,Apartment,"3,299,888 AED","Building 7, City Walk, Dubai",1,2,"1,216 sqft"
VERIFIED,N/A,Villa,"4,350,000 AED","Jebel Ali Hills, Jebel Ali, Dubai",4,5,"9,687 sqft"
VERIFIED,SUPERAGENT,Townhouse,"4,100,000 AED","Elan, Tilal Al Ghaf, Dubai",3,3,"2,142 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,900,000 AED","MAG Eye, District 7, Mohammed Bin Rashid City, Dubai",3,4,"2,248 sqft"
N/A,SUPERAGENT,Villa,"1,298,000 AED","Verdana, Dubai Investment Park (DIP), Dubai",4,5,"3,440 sqft"
VERIFIED,SUPERAGENT,Townhouse,"3,600,000 AED","Noor Townhouses, Town Square, Dubai",4,5,"2,972 sqft"
VERIFIED,SUPERAGENT,Apartment,"925,000 AED","Neva Residences, Jumeirah Village Circle, Dubai",1,2,837 sqft
VERIFIED,SUPERAGENT,Villa,"3,300,000 AED","Bliss, Arabian Ranches 3, Dubai",3,3,"1,385 sqft"
VERIFIED,SUPERAGENT,Villa,"3,300,000 AED","Camelia 2, Camelia, Arabian Ranches 2, Dubai",3,4,"1,635 sqft"
N/A,SUPERAGENT,Townhouse,"2,100,000 AED","Robinia, Masaar, Tilal City, Sharjah",3,4,"2,000 sqft"
N/A,SUPERAGENT,Villa,"1,590,000 AED","Al Yasmeen 1, Al Yasmeen, Ajman",4,4,"3,014 sqft"
N/A,SUPERAGENT,Villa,"3,599,990 AED","Fay Alreeman, Al Shamkha, Abu Dhabi",4,6,"4,203 sqft"
VERIFIED,SUPERAGENT,Apartment,"10,300,000 AED","Apartment Building 3, Bluewaters Residences, Bluewaters, Dubai",2,3,"1,595 sqft"
VERIFIED,SUPERAGENT,Apartment,"1,888,000 AED","Lamaa, Madinat Jumeirah Living, Umm Suqeim, Dubai",1,1,747 sqft
VERIFIED,SUPERAGENT,Townhouse,"1,050,000 AED","Rukan 3, Dubai Land, Dubai",1,2,771 sqft
VERIFIED,SUPERAGENT,Townhouse,"950,000 AED","Rukan 3, Dubai Land, Dubai",1,2,569 sqft
N/A,SUPERAGENT,Apartment,"900,000 AED","Royal Breeze 4, Royal Breeze, Al Hamra Village, Ras Al Khaimah",2,3,"1,244 sqft"
N/A,SUPERAGENT,Villa,"2,500,000 AED","The Townhouses at Al Hamra Village, Al Hamra Village, Ras Al Khaimah",3,3,"2,718 sqft"
N/A,SUPERAGENT,Apartment,"440,000 AED","Royal breeze 2, Royal Breeze, Al Hamra Village, Ras Al Khaimah",studio,1,596 sqft
